Start Time,End Time,Subtitle Text Raw,Video Title,YouTube ID,Subtitle Text Clean,Subtitle Text
00:10:48.800,00:10:53.680,nets for example music composition and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,nets for example music composition and,nets for example music composition and
00:10:51.279,00:10:56.880,generation of music so you can train a,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,generation of music so you can train a,generation of music so you can train a
00:10:53.680,00:10:59.680,neural net to produce music even to,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,neural net to produce music even to,neural net to produce music even to
00:10:56.880,00:11:02.000,compose music so this is a fun thing,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,compose music so this is a fun thing,compose music so this is a fun thing
00:10:59.680,00:11:04.720,this is still upcoming it needs a lot of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,this is still upcoming it needs a lot of,this is still upcoming it needs a lot of
00:11:02.000,00:11:06.640,effort to train such neural net it has,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,effort to train such neural net it has,effort to train such neural net it has
00:11:04.720,00:11:09.120,been proved that it is possible so this,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,been proved that it is possible so this,been proved that it is possible so this
00:11:06.640,00:11:11.760,is a relatively new area and on the same,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,is a relatively new area and on the same,is a relatively new area and on the same
00:11:09.120,00:11:13.920,lines colorization of images so these,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,lines colorization of images so these,lines colorization of images so these
00:11:11.760,00:11:15.839,two images on the left hand side is a,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,two images on the left hand side is a,two images on the left hand side is a
00:11:13.920,00:11:18.720,grayscale image or a black and white,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,grayscale image or a black and white,grayscale image or a black and white
00:11:15.839,00:11:20.480,image this was colored by a neural net,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,image this was colored by a neural net,image this was colored by a neural net
00:11:18.720,00:11:22.959,or a deep learning application as you,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,or a deep learning application as you,or a deep learning application as you
00:11:20.480,00:11:25.040,can see it's done a very good job of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,can see it's done a very good job of,can see it's done a very good job of
00:11:22.959,00:11:28.000,applying the colors and obviously this,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,applying the colors and obviously this,applying the colors and obviously this
00:11:25.040,00:11:30.320,was trained to do this colorization but,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,was trained to do this colorization but,was trained to do this colorization but
00:11:28.000,00:11:33.360,yes this is one more application of deep,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,yes this is one more application of deep,yes this is one more application of deep
00:11:30.320,00:11:37.279,learning now one of the major secret,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,learning now one of the major secret,learning now one of the major secret
00:11:33.360,00:11:40.160,sauce of deep learning is neural network,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,sauce of deep learning is neural network,sauce of deep learning is neural network
00:11:37.279,00:11:42.240,deep learning works on neural network or,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,deep learning works on neural network or,deep learning works on neural network or
00:11:40.160,00:11:45.279,consists of neural network so let us see,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,consists of neural network so let us see,consists of neural network so let us see
00:11:42.240,00:11:49.040,what is neural network neural network or,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,what is neural network neural network or,what is neural network neural network or
00:11:45.279,00:11:53.360,artificial neural network is designed or,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,artificial neural network is designed or,artificial neural network is designed or
00:11:49.040,00:11:56.880,based on the human brain now human brain,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,based on the human brain now human brain,based on the human brain now human brain
00:11:53.360,00:11:59.519,consists of billions of small cells that,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,consists of billions of small cells that,consists of billions of small cells that
00:11:56.880,00:12:03.120,are known as neurons artificial neural,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,are known as neurons artificial neural,are known as neurons artificial neural
00:11:59.519,00:12:05.519,networks is in a way trying to simulate,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,networks is in a way trying to simulate,networks is in a way trying to simulate
00:12:03.120,00:12:07.839,the human brain so this is a quick,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the human brain so this is a quick,the human brain so this is a quick
00:12:05.519,00:12:10.399,diagram of biological neuron a,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,diagram of biological neuron a,diagram of biological neuron a
00:12:07.839,00:12:12.959,biological neuron consists of the major,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,biological neuron consists of the major,biological neuron consists of the major
00:12:10.399,00:12:16.079,part which is the cell nucleus and then,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,part which is the cell nucleus and then,part which is the cell nucleus and then
00:12:12.959,00:12:18.240,it has some tentacles kind of stuff on,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,it has some tentacles kind of stuff on,it has some tentacles kind of stuff on
00:12:16.079,00:12:20.160,the top called dendrite and then there,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the top called dendrite and then there,the top called dendrite and then there
00:12:18.240,00:12:22.399,is like a long tail which is known as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,is like a long tail which is known as,is like a long tail which is known as
00:12:20.160,00:12:24.240,the axon further again at the end of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the axon further again at the end of,the axon further again at the end of
00:12:22.399,00:12:27.680,this action are what are known as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,this action are what are known as,this action are what are known as
00:12:24.240,00:12:30.880,synapses these in turn are connected to,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,synapses these in turn are connected to,synapses these in turn are connected to
00:12:27.680,00:12:33.680,the dendrites of the next neuron and all,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the dendrites of the next neuron and all,the dendrites of the next neuron and all
00:12:30.880,00:12:35.440,these neurons are interconnected with,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,these neurons are interconnected with,these neurons are interconnected with
00:12:33.680,00:12:37.519,each other therefore they are like,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,each other therefore they are like,each other therefore they are like
00:12:35.440,00:12:39.440,billions of them sitting in our brain,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,billions of them sitting in our brain,billions of them sitting in our brain
00:12:37.519,00:12:42.000,and they're all active they're working,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and they're all active they're working,and they're all active they're working
00:12:39.440,00:12:45.360,they based on the signals they receive,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,they based on the signals they receive,they based on the signals they receive
00:12:42.000,00:12:47.920,signals as inputs from other neurons or,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,signals as inputs from other neurons or,signals as inputs from other neurons or
00:12:45.360,00:12:50.639,maybe from other parts of the body and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,maybe from other parts of the body and,maybe from other parts of the body and
00:12:47.920,00:12:52.720,based on certain criteria they send,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,based on certain criteria they send,based on certain criteria they send
00:12:50.639,00:12:54.800,signals to the neurons at the other end,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,signals to the neurons at the other end,signals to the neurons at the other end
00:12:52.720,00:12:56.880,so they they get either activated or,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,so they they get either activated or,so they they get either activated or
00:12:54.800,00:12:59.760,they don't get activated based on so it,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,they don't get activated based on so it,they don't get activated based on so it
00:12:56.880,00:13:02.480,is like a binary gates so they get,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,is like a binary gates so they get,is like a binary gates so they get
00:12:59.760,00:13:04.800,activated or not activated based on the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,activated or not activated based on the,activated or not activated based on the
00:13:02.480,00:13:06.399,inputs that they receive and so on so we,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,inputs that they receive and so on so we,inputs that they receive and so on so we
00:13:04.800,00:13:08.720,will see a little bit of those details,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,will see a little bit of those details,will see a little bit of those details
00:13:06.399,00:13:10.880,as we move forward in our artificial,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,as we move forward in our artificial,as we move forward in our artificial
00:13:08.720,00:13:12.320,neuron but this is a biological neuron,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,neuron but this is a biological neuron,neuron but this is a biological neuron
00:13:10.880,00:13:15.200,this is the structure of a biological,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,this is the structure of a biological,this is the structure of a biological
00:13:12.320,00:13:17.680,neuron and artificial neural network is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,neuron and artificial neural network is,neuron and artificial neural network is
00:13:15.200,00:13:20.320,based on the human brain the smallest,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,based on the human brain the smallest,based on the human brain the smallest
00:13:17.680,00:13:23.440,component of artificial neural network,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,component of artificial neural network,component of artificial neural network
00:13:20.320,00:13:25.839,is an artificial neuron as shown here,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,is an artificial neuron as shown here,is an artificial neuron as shown here
00:13:23.440,00:13:28.000,sometimes is also referred to as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,sometimes is also referred to as,sometimes is also referred to as
00:13:25.839,00:13:30.240,perceptron now this is a very high level,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,perceptron now this is a very high level,perceptron now this is a very high level
00:13:28.000,00:13:32.800,diagram the artificial neuron has a,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,diagram the artificial neuron has a,diagram the artificial neuron has a
00:13:30.240,00:13:35.760,small central unit which will receive,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,small central unit which will receive,small central unit which will receive
00:13:32.800,00:13:38.320,the input if it is doing let's say image,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the input if it is doing let's say image,the input if it is doing let's say image
00:13:35.760,00:13:41.040,processing the inputs could be pixel,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,processing the inputs could be pixel,processing the inputs could be pixel
00:13:38.320,00:13:44.480,values of the image which is represented,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,values of the image which is represented,values of the image which is represented
00:13:41.040,00:13:47.680,here as x1 x2 and so on each of the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,here as x1 x2 and so on each of the,here as x1 x2 and so on each of the
00:13:44.480,00:13:50.320,inputs are multiplied by what is known,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,inputs are multiplied by what is known,inputs are multiplied by what is known
00:13:47.680,00:13:53.200,as weights which are represented as w1,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,as weights which are represented as w1,as weights which are represented as w1
00:13:50.320,00:13:56.240,w2 and so on there is in the central,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,w2 and so on there is in the central,w2 and so on there is in the central
00:13:53.200,00:13:59.600,unit basically there is a summation of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,unit basically there is a summation of,unit basically there is a summation of
00:13:56.240,00:14:03.279,these weighted inputs which is like x1,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,these weighted inputs which is like x1,these weighted inputs which is like x1
00:13:59.600,00:14:06.160,into w1 plus x2 into w2 and so on the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,into w1 plus x2 into w2 and so on the,into w1 plus x2 into w2 and so on the
00:14:03.279,00:14:08.079,products are then added and then there,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,products are then added and then there,products are then added and then there
00:14:06.160,00:14:10.720,is a bias that is added to that in the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,is a bias that is added to that in the,is a bias that is added to that in the
00:14:08.079,00:14:12.959,next slide we will see that passes,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,next slide we will see that passes,next slide we will see that passes
00:14:10.720,00:14:16.160,through an activation function and the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,through an activation function and the,through an activation function and the
00:14:12.959,00:14:18.720,output comes as a y which is the output,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,output comes as a y which is the output,output comes as a y which is the output
00:14:16.160,00:14:20.880,and based on certain criteria the cell,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and based on certain criteria the cell,and based on certain criteria the cell
00:14:18.720,00:14:23.519,gets either activated or not activated,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,gets either activated or not activated,gets either activated or not activated
00:14:20.880,00:14:26.959,so this output would be like a zero or a,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,so this output would be like a zero or a,so this output would be like a zero or a
00:14:23.519,00:14:28.639,one binary format okay so we will see,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,one binary format okay so we will see,one binary format okay so we will see
00:14:26.959,00:14:30.639,that in a little bit more detail but,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,that in a little bit more detail but,that in a little bit more detail but
00:14:28.639,00:14:33.040,let's do a quick comparison between,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,let's do a quick comparison between,let's do a quick comparison between
00:14:30.639,00:14:35.040,biological and artificial neurons just,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,biological and artificial neurons just,biological and artificial neurons just
00:14:33.040,00:14:36.639,like a biological neuron there are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,like a biological neuron there are,like a biological neuron there are
00:14:35.040,00:14:39.600,dendrites and then there is a cell,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,dendrites and then there is a cell,dendrites and then there is a cell
00:14:36.639,00:14:42.880,nucleus and synapse and an axon,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,nucleus and synapse and an axon,nucleus and synapse and an axon
00:14:39.600,00:14:45.920,we have in the artificial neuron as well,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,we have in the artificial neuron as well,we have in the artificial neuron as well
00:14:42.880,00:14:48.160,these inputs come like the dead right if,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,these inputs come like the dead right if,these inputs come like the dead right if
00:14:45.920,00:14:50.320,you will act like the dendrites there is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,you will act like the dendrites there is,you will act like the dendrites there is
00:14:48.160,00:14:52.880,a like a central unit which performs the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,a like a central unit which performs the,a like a central unit which performs the
00:14:50.320,00:14:56.160,summation of these uh weighted inputs,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,summation of these uh weighted inputs,summation of these uh weighted inputs
00:14:52.880,00:14:58.880,which is basically w1 x1 w2 x2 and so on,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,which is basically w1 x1 w2 x2 and so on,which is basically w1 x1 w2 x2 and so on
00:14:56.160,00:15:00.639,and then our bias is added here and then,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and then our bias is added here and then,and then our bias is added here and then
00:14:58.880,00:15:02.880,that passes through what is known as an,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,that passes through what is known as an,that passes through what is known as an
00:15:00.639,00:15:04.639,activation function okay so these are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,activation function okay so these are,activation function okay so these are
00:15:02.880,00:15:06.880,known as the weights w1 w2 and then,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,known as the weights w1 w2 and then,known as the weights w1 w2 and then
00:15:04.639,00:15:09.519,there is a bias which will come out here,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,there is a bias which will come out here,there is a bias which will come out here
00:15:06.880,00:15:11.600,and that is added the bias is by the way,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and that is added the bias is by the way,and that is added the bias is by the way
00:15:09.519,00:15:14.320,common for a particular neuron so there,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,common for a particular neuron so there,common for a particular neuron so there
00:15:11.600,00:15:16.800,won't be like b1 b2 b3 and so on only,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,won't be like b1 b2 b3 and so on only,won't be like b1 b2 b3 and so on only
00:15:14.320,00:15:19.440,weights will be one per input the bias,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,weights will be one per input the bias,weights will be one per input the bias
00:15:16.800,00:15:22.639,is common for the entire neuron it is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,is common for the entire neuron it is,is common for the entire neuron it is
00:15:19.440,00:15:25.360,also common for or the value of the bias,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,also common for or the value of the bias,also common for or the value of the bias
00:15:22.639,00:15:28.000,remains the same for all the neurons in,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,remains the same for all the neurons in,remains the same for all the neurons in
00:15:25.360,00:15:29.920,a particular layer we will also see this,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,a particular layer we will also see this,a particular layer we will also see this
00:15:28.000,00:15:31.600,as we move forward and we see deep,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,as we move forward and we see deep,as we move forward and we see deep
00:15:29.920,00:15:34.160,neural network where there are multiple,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,neural network where there are multiple,neural network where there are multiple
00:15:31.600,00:15:37.920,neurons so that's the output now the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,neurons so that's the output now the,neurons so that's the output now the
00:15:34.160,00:15:41.519,whole exercise of training the neuron is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,whole exercise of training the neuron is,whole exercise of training the neuron is
00:15:37.920,00:15:43.519,about changing these weights and biases,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,about changing these weights and biases,about changing these weights and biases
00:15:41.519,00:15:46.000,as i mentioned artificial neural network,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,as i mentioned artificial neural network,as i mentioned artificial neural network
00:15:43.519,00:15:48.560,will consist of several such neurons and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,will consist of several such neurons and,will consist of several such neurons and
00:15:46.000,00:15:50.880,as a part of the training process these,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,as a part of the training process these,as a part of the training process these
00:15:48.560,00:15:53.120,weights keep changing initially they are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,weights keep changing initially they are,weights keep changing initially they are
00:15:50.880,00:15:55.360,assigned some random values through the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,assigned some random values through the,assigned some random values through the
00:15:53.120,00:15:57.279,training process the weights the whole,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,training process the weights the whole,training process the weights the whole
00:15:55.360,00:16:00.880,process of training is to come up with,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,process of training is to come up with,process of training is to come up with
00:15:57.279,00:16:02.959,the optimum values of w1 w2 and wn and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the optimum values of w1 w2 and wn and,the optimum values of w1 w2 and wn and
00:16:00.880,00:16:05.519,then the b4 or the bias for this,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,then the b4 or the bias for this,then the b4 or the bias for this
00:16:02.959,00:16:08.399,particular neuron such that it gives an,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,particular neuron such that it gives an,particular neuron such that it gives an
00:16:05.519,00:16:11.040,accurate output as required so let's see,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,accurate output as required so let's see,accurate output as required so let's see
00:16:08.399,00:16:13.440,what exactly that means so the training,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,what exactly that means so the training,what exactly that means so the training
00:16:11.040,00:16:16.720,process this is how it happens it takes,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,process this is how it happens it takes,process this is how it happens it takes
00:16:13.440,00:16:19.040,the inputs each input is multiplied by a,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the inputs each input is multiplied by a,the inputs each input is multiplied by a
00:16:16.720,00:16:20.639,weight and these weights during training,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,weight and these weights during training,weight and these weights during training
00:16:19.040,00:16:23.440,keep changing so initially they are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,keep changing so initially they are,keep changing so initially they are
00:16:20.639,00:16:25.519,assigned some random values and based on,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,assigned some random values and based on,assigned some random values and based on
00:16:23.440,00:16:27.519,the output whether it is correct or,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the output whether it is correct or,the output whether it is correct or
00:16:25.519,00:16:29.759,wrong there is a feedback coming back,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,wrong there is a feedback coming back,wrong there is a feedback coming back
00:16:27.519,00:16:33.120,and that will basically change these,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and that will basically change these,and that will basically change these
00:16:29.759,00:16:36.320,weights until it starts giving the right,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,weights until it starts giving the right,weights until it starts giving the right
00:16:33.120,00:16:39.199,output that is represented in here as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,output that is represented in here as,output that is represented in here as
00:16:36.320,00:16:42.320,sigma i going from 1 to n if there are n,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,sigma i going from 1 to n if there are n,sigma i going from 1 to n if there are n
00:16:39.199,00:16:46.160,inputs wi into x i so this is the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,inputs wi into x i so this is the,inputs wi into x i so this is the
00:16:42.320,00:16:49.920,product of w1 x1 w2 x2 and so on right,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,product of w1 x1 w2 x2 and so on right,product of w1 x1 w2 x2 and so on right
00:16:46.160,00:16:52.959,and there is a bias that gets added here,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and there is a bias that gets added here,and there is a bias that gets added here
00:16:49.920,00:16:55.360,and that entire thing goes to what is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and that entire thing goes to what is,and that entire thing goes to what is
00:16:52.959,00:16:59.120,known as an activation function so,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,known as an activation function so,known as an activation function so
00:16:55.360,00:17:02.160,essentially this is sigma of w i x i,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,essentially this is sigma of w i x i,essentially this is sigma of w i x i
00:16:59.120,00:17:05.360,plus a value of bias which is a b so,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,plus a value of bias which is a b so,plus a value of bias which is a b so
00:17:02.160,00:17:07.919,that entire thing goes as an input to an,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,that entire thing goes as an input to an,that entire thing goes as an input to an
00:17:05.360,00:17:10.480,activation function now this activation,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,activation function now this activation,activation function now this activation
00:17:07.919,00:17:13.520,function takes this as an input gives,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function takes this as an input gives,function takes this as an input gives
00:17:10.480,00:17:15.439,the output as a binary output it could,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the output as a binary output it could,the output as a binary output it could
00:17:13.520,00:17:17.439,be a zero or a one there are of course,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,be a zero or a one there are of course,be a zero or a one there are of course
00:17:15.439,00:17:18.959,to start with let's assume it's a binary,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,to start with let's assume it's a binary,to start with let's assume it's a binary
00:17:17.439,00:17:20.799,output later we will see that there are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,output later we will see that there are,output later we will see that there are
00:17:18.959,00:17:23.120,different types of activation functions,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,different types of activation functions,different types of activation functions
00:17:20.799,00:17:25.439,so it need not always be binary output,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,so it need not always be binary output,so it need not always be binary output
00:17:23.120,00:17:28.160,but to start with let's keep simple so,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,but to start with let's keep simple so,but to start with let's keep simple so
00:17:25.439,00:17:30.799,it decides whether the neuron should be,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,it decides whether the neuron should be,it decides whether the neuron should be
